0,1.063905,1.09554
1,1.016427,1.060993
2,0.971179,1.02889
3,0.930055,1.000685
4,0.894357,0.975077
5,0.86173,0.954332
6,0.829343,0.933237
7,0.802695,0.917006
8,0.77652,0.902653
9,0.751737,0.887953
10,0.729898,0.878352
11,0.710586,0.868105
12,0.69212,0.859741
13,0.672304,0.846035
14,0.65533,0.838188
15,0.639635,0.830181
16,0.623465,0.826041
17,0.608995,0.820529
18,0.593821,0.814882
19,0.579976,0.813213
20,0.570637,0.809758
21,0.561,0.809366
22,0.550044,0.80691
23,0.541488,0.805413
24,0.532492,0.802001
25,0.522647,0.799639
26,0.515207,0.798876
27,0.508432,0.796249
28,0.500852,0.795799
29,0.492311,0.793278
30,0.484824,0.793106
31,0.479397,0.7909
32,0.471256,0.7911
33,0.46382,0.790396
34,0.458229,0.789502
35,0.451265,0.788948
36,0.446103,0.78884
37,0.440188,0.789494
38,0.433309,0.789957
39,0.42859,0.788109
40,0.422303,0.7873
41,0.417791,0.785163
42,0.412001,0.784792
43,0.406708,0.785013
44,0.402765,0.783164
45,0.398586,0.783331
46,0.39398,0.782201
47,0.389346,0.78281
48,0.385891,0.783006
49,0.384459,0.783549
50,0.380427,0.781982
51,0.377132,0.782494
52,0.374173,0.782223
53,0.372775,0.782478
54,0.36966,0.782706
55,0.367394,0.782831
56,0.365436,0.782817
57,0.361775,0.781281
58,0.359194,0.78125
59,0.356476,0.781467
60,0.355159,0.781325
61,0.352012,0.780338
62,0.350129,0.781041
63,0.346186,0.781657
64,0.34214,0.782295
65,0.339328,0.780683
66,0.336668,0.780941
67,0.334521,0.781583
68,0.333301,0.7816
69,0.330758,0.781328
70,0.328182,0.781515
71,0.326187,0.781723
72,0.323744,0.781962
73,0.322394,0.78265
74,0.319978,0.781929
75,0.318203,0.782212
76,0.315173,0.782995
77,0.311366,0.782952
78,0.309081,0.783091
79,0.307929,0.783242
80,0.305772,0.782872
81,0.303946,0.782942
82,0.30335,0.782729
83,0.301903,0.782666
84,0.298801,0.782962
85,0.294367,0.783393
86,0.292266,0.782685
87,0.289011,0.782837
88,0.288413,0.78265
89,0.286056,0.783032
90,0.284923,0.783021
91,0.282725,0.782442
92,0.281698,0.782387
93,0.279813,0.781315
94,0.27767,0.780676
95,0.276403,0.780743
96,0.275865,0.780605
97,0.270173,0.779493
98,0.267665,0.779342
99,0.266249,0.779883
100,0.26452,0.778801
101,0.262048,0.77824
102,0.259464,0.777953
103,0.258829,0.777335
104,0.255047,0.778022
105,0.251032,0.778196
106,0.247256,0.778944
107,0.245267,0.77934
108,0.244399,0.779506
109,0.242583,0.778663
110,0.240854,0.778917
111,0.23894,0.779392
112,0.238534,0.779135
113,0.235409,0.779784
114,0.230908,0.780033
115,0.229517,0.779106
116,0.226843,0.779383
117,0.223965,0.779236
118,0.220668,0.780343
119,0.219008,0.779778
120,0.216837,0.779371
121,0.213913,0.778883
122,0.213258,0.779103
123,0.211416,0.778654
124,0.210005,0.778612
125,0.209051,0.778978
126,0.208655,0.778826
127,0.205083,0.778363
128,0.203012,0.778715
129,0.201931,0.779407
130,0.199697,0.77937
131,0.196993,0.779788
132,0.194043,0.779955
133,0.19293,0.780066
134,0.191076,0.780333
135,0.189364,0.780044
136,0.188757,0.779886
137,0.187405,0.779687
138,0.18591,0.779936
139,0.185193,0.779987
140,0.184287,0.779873
141,0.183428,0.779802
142,0.182175,0.779978
143,0.181067,0.779819
144,0.180239,0.779771
145,0.179528,0.779909
146,0.178373,0.779772
147,0.177428,0.779628
148,0.176934,0.779484
149,0.174864,0.779269
150,0.172927,0.779665
151,0.170978,0.780043
152,0.168553,0.780016
153,0.167492,0.779905
