date,daily_electrical_consumption,t2m_min_bordeaux,t2m_bordeaux,t2m_max_bordeaux,prectot_bordeaux,t2m_min_lille,t2m_lille,t2m_max_lille,prectot_lille,t2m_min_paris,t2m_paris,t2m_max_paris,prectot_paris,t2m_min_rennes,t2m_rennes,t2m_max_rennes,prectot_rennes,t2m_min_nantes,t2m_nantes,t2m_max_nantes,prectot_nantes,t2m_min_toulouse,t2m_toulouse,t2m_max_toulouse,prectot_toulouse,t2m_min_marseille,t2m_marseille,t2m_max_marseille,prectot_marseille,t2m_min_lyon,t2m_lyon,t2m_max_lyon,prectot_lyon,t2m_min_nice,t2m_nice,t2m_max_nice,prectot_nice,t2m_min_strasbourg,t2m_strasbourg,t2m_max_strasbourg,prectot_strasbourg,t2m_min_montpellier,t2m_montpellier,t2m_max_montpellier,prectot_montpellier,weighted_t2m,weighted_t2m_min,weighted_t2m_max,weighted_prectot,weekday,month,week_number
2020-07-06,1774364.0,14.62,18.63,22.73,0.55,11.02,15.25,19.1,0.13,10.8,15.87,21.18,0.0,10.68,15.17,19.37,0.01,10.12,15.88,21.68,0.0,14.51,20.44,25.86,1.52,20.53,24.75,28.56,0.0,13.51,19.67,24.35,0.08,19.65,23.77,27.82,0.0,11.77,16.99,21.06,0.98,16.76,23.24,28.74,0.0,18.788398385834142,13.71911281506791,23.590242195027727,0.2061584359139711,0,7,28
2020-07-07,2201895.0,12.08,18.94,24.75,0.03,10.14,16.22,20.89,0.34,8.66,16.91,23.45,0.0,9.69,15.87,21.47,0.02,8.64,16.49,23.1,0.01,11.72,19.65,26.14,0.0,18.03,23.15,27.17,0.0,11.05,18.26,24.95,0.0,19.23,22.77,26.42,0.0,9.65,16.81,22.83,0.0,14.49,21.88,29.54,0.06,18.725011986322247,11.647317427175556,24.63869792112928,0.018683811124355944,1,7,28
2020-07-08,2099616.0,13.1,21.52,28.27,0.0,12.91,16.55,20.57,10.09,11.19,18.77,26.36,0.27,11.59,17.92,23.94,0.07,11.19,19.47,26.39,0.0,14.93,22.94,30.09,0.01,19.64,22.54,25.5,0.0,12.65,21.41,28.91,0.0,18.44,21.87,25.95,0.0,10.95,17.93,23.6,0.37,15.74,23.55,31.17,0.0,20.29020156696549,13.631620987028917,26.608049834640028,0.5118903381373825,2,7,28
2020-07-09,2119674.0,15.68,22.49,29.26,0.01,15.13,18.68,23.28,1.24,14.57,22.11,29.3,0.01,13.69,19.24,24.8,0.35,14.64,20.12,26.54,0.21,17.92,25.67,32.23,0.04,18.96,22.69,26.22,0.0,16.89,25.41,33.37,0.0,19.0,22.9,27.04,0.0,14.95,22.12,29.13,0.03,17.82,24.94,32.1,0.0,22.62602154314483,16.14905841104442,28.898380823487813,0.08076431531652058,3,7,28
2020-07-10,2456687.0,16.46,20.21,24.91,0.51,12.28,16.02,18.94,1.9,11.72,17.67,22.01,0.27,11.26,16.17,20.36,0.22,11.91,17.57,22.27,0.14,17.15,22.59,28.3,0.62,20.22,23.09,26.48,0.28,16.36,23.05,29.71,2.22,19.3,23.02,27.53,0.26,15.82,20.55,26.0,1.17,19.02,24.51,30.09,1.93,20.080253270245848,14.995173676823766,24.69098746317377,0.6565918275212239,4,7,28
2020-07-11,2365706.0,14.01,20.26,25.97,0.01,10.17,14.93,19.32,0.07,8.86,16.56,22.8,0.0,9.81,16.24,21.64,0.01,8.74,16.72,23.15,0.0,16.19,21.67,27.85,0.48,20.66,24.23,27.85,0.02,13.42,19.34,25.39,0.82,19.57,23.26,28.15,0.41,13.08,17.64,22.82,1.78,17.91,23.79,30.43,0.02,19.204144590137595,13.111942026385778,24.819551153862022,0.22544293774043836,5,7,28
2020-07-12,3388953.0,13.35,21.07,27.7,0.14,8.98,15.84,21.36,0.02,9.75,17.71,24.28,0.0,9.99,16.67,22.62,0.0,10.54,17.96,24.75,0.0,14.54,20.18,27.18,1.94,19.46,23.43,26.72,0.25,10.68,19.66,27.48,0.01,18.42,22.61,26.53,0.24,9.6,18.04,24.9,0.0,14.8,23.53,31.06,0.01,19.53286440782992,12.534474849099945,25.630436944161758,0.21581343560414554,6,7,28
2020-07-13,2038544.0,13.67,20.7,27.29,0.01,10.59,17.83,23.67,0.01,11.83,19.32,26.11,0.0,11.05,17.5,23.22,0.05,10.89,18.6,25.44,0.0,16.24,22.84,30.02,0.25,20.89,23.79,26.39,0.56,13.73,21.11,28.29,0.0,18.63,21.44,23.86,0.45,11.45,19.8,26.32,0.0,18.86,24.83,31.27,0.3,20.717343526008058,14.330047579511163,26.604553205725306,0.14434999025427572,0,7,29
2020-07-14,1923076.0,15.84,20.4,25.65,0.04,13.58,16.24,20.42,5.75,13.53,17.82,22.82,2.6,13.07,16.53,21.08,1.6,12.82,18.05,23.7,1.09,14.85,21.18,28.28,0.21,19.74,23.57,26.76,0.04,13.86,21.01,27.41,0.15,17.62,19.59,21.55,1.55,14.56,20.59,26.54,0.57,17.49,23.12,28.75,0.0,19.70713869209541,15.087500927388758,24.635703817501252,1.4370098080234286,1,7,29
2020-07-15,2163375.0,15.98,18.76,22.52,0.58,12.68,15.96,19.35,2.54,13.56,17.85,22.38,0.59,12.73,16.48,20.51,0.3,12.39,17.11,22.07,0.14,14.9,19.18,23.69,0.96,19.57,23.16,25.79,0.01,13.1,17.92,21.75,2.91,17.44,20.63,23.87,0.56,14.06,17.12,20.71,7.3,16.65,21.19,25.86,0.06,18.896607308775444,14.873303159167971,22.904326164588998,1.0699283242481805,2,7,29
2020-07-16,2203723.0,15.24,18.63,22.76,0.09,13.41,16.11,19.17,2.51,13.05,17.67,21.84,0.22,13.34,17.44,22.14,0.18,11.69,17.94,23.31,0.16,15.07,19.25,23.21,0.03,18.72,22.98,26.36,0.0,12.19,18.4,23.95,0.08,17.43,20.86,24.03,0.27,12.46,15.72,19.34,3.68,15.02,21.81,28.38,0.0,18.907659277453504,14.32620286372304,23.136000069147045,0.39619445751390336,3,7,29
2020-07-17,2198081.0,15.1,20.66,25.8,0.11,12.63,18.77,23.16,0.28,12.53,19.83,25.53,0.02,12.34,18.05,23.93,0.07,12.26,19.58,26.03,0.04,15.23,20.35,25.56,0.06,18.87,23.34,26.81,0.0,13.91,18.17,22.96,0.1,18.15,21.91,25.26,0.21,12.66,17.84,22.99,1.83,16.05,22.04,27.52,0.0,20.28499051900533,14.378598910583356,25.343068553612593,0.14005357225473303,4,7,29
2020-07-18,1971626.0,14.72,22.34,29.05,0.06,12.63,18.34,23.74,0.03,14.51,20.91,27.36,0.02,11.74,18.25,24.57,0.05,12.25,20.22,27.1,0.05,13.35,22.3,29.55,0.0,19.52,23.2,26.85,0.0,12.05,20.0,27.39,0.02,18.9,20.76,23.26,2.07,13.19,20.46,26.12,0.0,16.19,23.62,31.27,0.0,21.206044431817595,14.914412985881144,27.180088453095504,0.13512913543984617,5,7,29
2020-07-19,1862588.0,15.82,23.85,31.48,0.0,11.31,17.36,23.66,1.1,13.25,21.43,28.69,0.01,12.44,18.87,25.21,0.08,13.12,21.4,28.79,0.03,16.06,25.1,33.21,0.0,19.37,22.82,25.99,0.0,13.42,22.18,29.79,0.0,18.57,21.37,24.61,0.67,15.48,22.41,27.84,0.0,16.9,23.94,31.28,0.0,22.0105138176332,14.965254857788421,28.41649991540344,0.0891176169457685,6,7,29
2020-07-20,2178263.0,17.18,23.67,30.65,0.0,11.06,16.29,21.38,0.09,13.88,19.43,25.55,0.04,13.96,18.44,23.4,0.04,14.77,20.56,26.85,0.0,18.32,26.95,34.54,0.0,20.22,23.28,26.52,0.08,16.0,25.4,33.08,0.01,18.13,22.43,26.97,0.16,15.66,22.74,29.28,0.04,18.23,24.14,30.42,0.01,21.756509702883186,15.963126419998796,27.614764986076224,0.043464123124490904,0,7,30
2020-07-21,2238782.0,18.37,24.23,30.61,0.07,9.48,15.54,21.32,0.01,10.62,17.96,24.67,0.0,12.12,18.15,24.16,0.01,13.55,20.13,27.17,0.0,18.95,26.99,33.36,0.08,21.34,24.08,26.82,0.04,19.08,24.89,30.96,3.49,19.4,23.23,27.15,0.15,13.95,20.71,27.27,0.17,19.2,24.1,29.17,0.13,21.206303938658895,15.15568533319437,26.953418238884993,0.34130731834579575,1,7,30
2020-07-22,2235785.0,19.45,24.02,29.83,0.46,9.09,15.25,20.93,0.0,10.0,17.77,24.46,0.0,11.78,18.23,24.65,0.0,12.14,20.11,27.67,0.0,20.98,25.37,30.69,0.99,22.14,25.15,28.17,0.05,17.71,22.78,28.61,2.98,20.15,23.86,28.33,0.33,11.72,20.63,28.17,0.05,20.56,25.08,30.6,1.11,21.039058038585715,15.040229626634373,26.826905395991243,0.440591145404035,2,7,30
2020-07-23,2245284.0,18.51,23.24,28.48,0.01,11.08,17.92,23.58,0.01,11.37,18.84,24.24,0.19,13.0,17.89,23.94,0.06,13.19,20.05,25.94,0.0,19.61,25.67,32.03,0.89,22.29,25.69,29.28,0.21,15.95,23.42,30.47,0.05,19.67,23.35,26.31,1.24,13.2,20.82,27.48,0.08,20.21,25.97,32.68,1.35,21.664049698350208,15.458588314717915,27.05949541533404,0.319050661231108,3,7,30
2020-07-24,2203449.0,15.83,20.83,26.28,0.01,13.56,18.21,22.84,1.19,13.87,20.19,25.82,0.29,12.79,18.87,24.33,0.42,12.32,19.33,25.4,0.03,17.34,23.82,30.46,0.04,22.83,26.36,29.3,0.05,16.67,22.81,28.75,0.39,19.12,23.57,28.44,1.93,15.41,20.24,26.52,0.87,19.98,25.97,32.16,0.01,21.939135352994814,16.31392479774908,27.272980508050367,0.365088355387732,4,7,30
2020-07-25,1967171.0,15.56,20.59,25.39,0.02,14.59,18.83,23.93,8.41,15.31,20.42,26.25,1.97,14.92,18.43,21.63,3.02,15.2,18.96,22.21,1.93,15.09,23.04,30.36,0.0,22.25,25.17,28.4,0.0,15.98,23.71,30.59,0.0,18.84,22.7,26.9,0.01,14.54,21.81,27.98,0.49,19.34,25.39,32.29,0.0,21.840074601974433,16.679098462881317,27.176603562475602,1.2790795493283134,5,7,30
2020-07-26,1852208.0,17.62,22.12,27.12,0.29,14.51,17.95,22.39,0.69,15.49,19.93,24.85,2.04,14.16,18.13,23.26,0.19,13.99,18.76,24.15,0.31,17.21,24.04,30.51,0.01,21.85,24.9,28.37,0.01,17.7,23.52,29.71,0.08,18.92,23.64,28.78,0.05,16.89,20.82,25.99,4.04,19.93,25.58,31.94,0.0,21.713438548740566,17.14695505659451,26.770428235643095,1.007903024114112,6,7,30
2020-07-27,2165447.0,16.31,23.26,31.55,0.03,13.31,19.73,26.14,1.59,14.04,22.31,29.69,0.01,12.11,18.85,24.91,0.3,11.19,19.16,25.84,0.29,18.68,29.15,39.22,0.04,21.94,25.13,28.25,0.01,17.17,26.57,36.04,0.04,19.65,23.8,28.24,0.03,13.68,22.87,30.67,0.02,18.94,25.28,32.0,0.0,23.548792640884177,16.22331488744148,30.44783110116997,0.10377755964725657,0,7,31
2020-07-28,2205572.0,16.55,21.67,26.71,0.47,12.44,17.62,21.3,1.18,13.16,19.37,24.54,0.04,12.47,17.05,21.51,0.09,13.78,18.25,23.67,0.13,20.43,25.11,30.35,0.78,22.89,25.4,28.26,0.03,19.74,25.27,31.66,0.54,20.25,24.29,28.51,0.21,16.44,22.14,27.22,0.24,20.35,25.66,30.65,0.37,21.826525222552426,16.7653745489784,26.629477024559392,0.24659993142083303,1,7,31
2020-07-29,2210893.0,14.61,22.58,29.57,0.0,11.49,17.28,22.51,0.01,11.11,18.57,25.5,0.0,11.16,17.45,23.41,0.03,10.94,18.7,25.42,0.01,18.47,25.91,33.11,0.01,23.24,26.76,30.58,0.02,16.69,24.15,31.57,0.01,21.01,24.96,29.22,0.45,12.66,20.14,27.17,0.0,21.4,27.97,34.92,0.04,21.820066466340673,15.245159498339884,28.107141933989293,0.03416241136777357,2,7,31
2020-07-30,2244871.0,18.68,28.58,38.04,0.0,11.49,19.91,26.84,0.0,12.55,22.43,31.18,0.0,12.12,21.73,29.6,0.0,13.51,23.64,32.08,0.0,21.89,30.1,39.31,0.0,23.41,26.57,29.63,0.01,17.88,27.4,35.8,0.53,21.24,25.71,30.2,0.08,14.44,22.96,31.3,0.0,22.06,26.93,32.48,0.02,24.71862710888037,16.64845060020133,32.144659015730284,0.05288770236574743,3,7,31
2020-07-31,2235259.0,19.68,26.21,32.73,0.39,14.69,23.75,32.05,0.09,16.99,26.12,37.06,0.09,17.35,22.47,26.57,0.3,16.42,22.45,26.21,0.05,21.64,30.58,39.54,0.08,24.72,27.42,30.65,0.01,20.99,29.59,37.88,0.77,22.56,26.89,31.53,0.04,16.27,26.43,35.79,0.0,20.47,26.99,33.29,0.03,26.6588206137017,19.29646102436832,34.513273785037214,0.14487303918449246,4,7,31
2020-08-01,3136679.0,17.57,21.68,27.09,0.48,14.97,20.14,25.55,0.18,17.28,22.84,28.72,0.09,14.96,19.62,24.82,0.21,15.15,20.52,26.27,0.19,20.64,25.85,31.69,0.4,23.63,27.74,31.88,0.35,20.51,27.07,34.54,5.16,22.83,27.0,31.58,0.12,19.67,26.82,33.33,0.38,22.83,30.05,38.13,0.76,24.543575737138354,19.17901001145603,30.298153570233772,0.6699082799573293,5,8,31
2020-08-02,2873137.0,16.74,20.17,24.89,0.07,13.1,17.84,22.82,0.24,14.85,19.23,24.33,0.01,12.91,17.68,22.72,0.14,14.01,18.54,23.8,0.17,17.96,21.9,27.07,0.2,24.1,27.37,30.35,0.01,16.58,20.67,25.57,5.35,22.24,25.67,29.78,1.52,17.85,20.91,23.55,11.14,20.99,25.77,31.76,0.02,21.409631105545945,17.353736011294686,26.045520783278977,1.1283925083356423,6,8,31
2020-08-03,2714824.0,14.25,19.55,24.67,0.08,11.83,16.24,20.57,1.52,12.72,17.36,22.85,0.22,12.14,16.55,21.43,0.16,12.6,17.76,23.89,0.64,15.18,21.35,27.76,0.03,20.79,24.12,27.29,1.71,12.32,17.33,21.77,1.91,18.3,22.55,26.43,8.72,13.28,16.7,20.46,15.44,17.83,23.09,28.41,0.03,19.24605485565054,14.651466643818075,24.151579530538356,1.8302554732638956,0,8,32
2020-08-04,2064286.0,13.57,19.86,26.2,0.07,10.85,17.4,23.59,0.01,10.05,18.68,25.32,0.01,10.89,17.47,23.75,0.09,9.65,17.35,24.42,0.02,14.12,20.96,28.22,0.03,18.7,22.64,26.3,0.0,10.08,17.13,23.82,0.26,16.53,21.13,25.79,0.23,11.84,17.26,22.45,0.88,14.64,21.65,28.35,0.01,19.408413147224238,12.506495150270384,25.47121084319138,0.09174309168446701,1,8,32
2020-08-05,1795027.0,13.28,22.01,30.56,0.0,12.56,20.37,27.17,0.0,12.74,22.17,29.58,0.0,11.47,18.98,25.81,0.02,12.17,19.56,26.99,0.02,14.35,24.24,32.47,0.01,19.12,23.05,26.48,0.0,10.84,19.76,27.77,0.0,17.05,22.09,26.32,0.0,11.02,18.99,26.37,0.0,15.89,23.47,31.64,0.0,21.834495314285824,13.888042477328039,28.6453189808127,0.0025897738206963773,2,8,32
2020-08-06,2062482.0,16.18,26.1,35.77,0.0,15.02,22.4,29.44,0.0,16.33,24.88,33.09,0.0,14.76,22.41,29.98,0.05,13.41,23.16,31.75,0.06,19.41,27.91,36.62,0.0,19.76,23.62,27.71,0.0,13.79,23.03,31.83,0.0,18.78,23.52,28.03,0.0,12.75,21.34,29.48,0.0,17.86,25.42,34.38,0.01,24.339507948652813,16.633592001725003,31.879772140456684,0.005450792777508037,3,8,32
2020-08-07,2230442.0,20.56,27.23,36.63,0.0,16.25,25.01,32.29,0.01,17.07,26.43,35.23,0.0,16.85,25.25,33.97,0.02,17.4,26.47,35.21,0.0,19.94,29.84,39.74,0.0,20.79,24.49,27.94,0.03,17.26,25.81,34.66,0.0,19.78,24.6,29.23,0.0,16.14,24.45,32.47,0.0,18.05,25.41,33.3,0.17,26.062648336687968,18.144201973830686,33.82231676660419,0.013702949321732664,4,8,32
2020-08-08,1957135.0,20.83,25.4,32.27,0.03,19.43,25.72,32.8,0.03,19.14,27.99,36.28,0.0,17.83,22.75,28.47,0.32,19.1,25.04,31.67,0.19,21.23,29.21,37.83,0.06,21.8,24.73,28.32,0.12,17.73,27.46,35.98,0.0,21.15,25.49,30.03,0.0,17.68,26.08,33.98,0.0,19.06,27.53,36.49,0.7,26.770060421820332,19.64890232245537,33.936832910183504,0.08025469160169099,5,8,32
2020-08-09,2189886.0,19.93,26.74,35.31,0.1,20.3,24.59,29.55,1.45,22.24,29.75,37.58,0.02,16.59,21.59,27.85,0.05,16.35,24.14,31.94,0.02,22.4,29.23,38.24,0.75,22.64,25.75,29.15,0.01,20.49,28.58,36.26,0.21,21.79,25.93,30.33,0.0,19.45,26.44,34.44,0.01,20.42,25.47,30.19,1.02,27.52268838852486,21.22374917929644,34.316552305143546,0.2013946039586514,6,8,32
2020-08-10,2419067.0,20.98,25.5,31.34,0.81,20.09,26.11,32.55,0.69,21.25,27.73,34.11,1.3,16.81,22.16,28.97,2.6,19.0,24.57,31.55,1.92,21.33,27.27,34.34,1.92,23.56,25.06,26.43,0.64,19.66,27.06,35.41,1.96,22.24,24.6,27.17,2.45,18.49,25.72,33.22,0.34,19.93,24.6,28.85,1.33,26.294638376841693,20.97873310762002,31.93408343175095,1.3682198812441326,0,8,33
2020-08-11,2187853.0,21.49,25.62,32.19,5.62,20.59,25.76,32.31,0.19,21.69,27.84,34.42,1.44,18.07,24.95,31.54,1.56,19.78,25.8,31.94,4.74,20.98,28.84,37.18,0.86,22.73,25.54,28.21,0.17,19.57,26.99,33.03,0.24,21.56,24.51,28.13,0.49,19.66,25.07,32.22,3.2,20.59,25.16,31.19,0.44,26.674430422961095,21.158962934680595,32.591212174355434,1.3941387911393577,1,8,33
2020-08-12,3422879.0,20.45,24.57,29.31,11.7,19.56,25.37,31.72,0.11,20.69,26.72,33.95,2.21,19.54,22.22,24.66,7.98,19.9,23.42,26.72,18.29,21.3,27.12,35.29,2.45,23.2,26.08,29.72,0.07,20.87,26.24,32.46,0.2,21.47,24.8,28.44,0.06,19.06,25.88,31.91,1.31,19.21,24.31,30.24,0.21,25.870382930969374,20.87686855264386,31.722554779405073,2.8620877830038913,2,8,33
2020-08-13,2044938.0,18.23,20.86,23.98,10.18,20.03,24.35,29.65,2.01,19.52,22.61,26.44,4.96,18.15,20.54,23.3,2.94,17.84,20.83,23.95,3.98,19.06,23.57,28.94,1.33,23.01,25.36,28.1,0.65,19.31,23.81,30.38,3.62,21.05,24.41,28.39,0.69,19.84,23.29,27.3,2.87,20.85,24.45,29.2,1.96,23.238781074621844,19.963854494916774,27.28553253827598,3.4201198548713845,3,8,33
2020-08-14,2012517.0,17.22,21.76,27.13,0.04,18.24,21.55,25.38,6.45,18.2,21.21,25.23,5.51,15.54,20.0,25.02,1.43,15.48,20.26,25.64,0.37,17.31,23.71,30.88,0.05,22.3,25.57,29.06,0.29,17.19,22.61,28.44,0.27,20.24,24.27,28.95,0.34,18.17,21.13,23.68,5.38,19.21,25.52,32.59,0.02,22.489193874106622,18.518503566166785,27.11900683136022,2.672087502407202,4,8,33
2020-08-15,1841428.0,17.16,22.32,29.83,3.21,17.48,21.4,25.55,4.06,16.67,22.04,27.48,0.23,15.01,20.1,25.38,5.03,14.21,20.35,26.74,5.04,18.82,26.74,34.89,0.57,22.66,25.7,29.52,0.03,15.89,23.57,30.76,0.0,20.16,24.13,28.63,0.15,16.41,23.02,29.28,0.43,19.17,25.52,32.78,0.05,23.247627030547125,17.81666788425587,28.980916916489583,0.9089339279978875,5,8,33
2020-08-16,1758823.0,17.53,20.8,24.69,2.81,17.2,21.84,27.42,4.42,16.31,20.37,24.69,5.09,15.77,18.93,22.05,5.33,15.44,18.83,21.85,5.11,18.03,22.11,26.98,3.5,22.96,24.73,26.99,1.97,17.74,22.26,27.52,5.08,19.75,23.11,26.86,1.47,17.42,23.71,30.6,0.86,20.86,24.03,27.84,1.86,21.742253819413648,18.029070369808064,25.87341510722551,3.829320032382194,6,8,33
2020-08-17,1969909.0,17.06,20.88,25.84,1.58,15.26,18.98,22.46,1.73,14.62,19.05,23.81,2.96,13.71,18.2,22.93,1.34,14.88,18.49,23.14,2.8,15.97,22.74,30.05,0.47,22.31,24.75,27.34,0.72,15.31,21.54,27.0,0.29,19.53,23.26,27.67,0.66,17.4,20.85,25.83,7.89,17.6,23.54,29.42,0.32,20.950884634508615,16.571290368969613,25.66083586413174,2.002423182898433,0,8,34
2020-08-18,2034341.0,17.43,21.98,27.15,0.29,13.95,19.28,23.63,0.38,13.92,20.01,25.03,0.33,14.75,19.77,24.6,0.79,15.68,20.11,25.15,2.11,17.63,23.17,29.1,0.19,22.25,24.98,27.83,0.88,16.17,22.62,28.85,0.16,19.06,23.36,27.93,0.05,14.51,20.17,25.52,1.98,18.1,24.26,30.41,0.17,21.67084142762919,16.42241088842089,26.57424196553972,0.5487503576355119,1,8,34
2020-08-19,2070801.0,18.52,25.02,31.64,0.0,15.61,19.84,24.92,4.36,15.9,20.96,24.9,0.81,18.01,20.57,24.27,8.29,17.43,21.01,25.99,9.23,18.62,27.54,36.53,0.0,22.09,24.96,27.71,0.0,17.49,23.68,31.15,0.01,19.31,22.78,26.73,0.03,13.5,20.7,26.31,0.49,18.5,24.48,30.92,0.01,22.69174663254745,17.620924041641217,27.5819489962071,1.276183086667131,2,8,34
2020-08-20,2125608.0,18.62,26.04,33.85,0.19,17.1,22.82,28.73,2.21,18.0,24.35,31.27,0.54,17.66,20.93,24.86,0.72,18.06,21.71,26.25,0.77,20.19,28.84,38.77,0.15,22.63,25.53,28.61,0.05,17.77,25.93,34.31,0.02,19.66,23.49,27.6,0.01,18.7,25.23,32.81,0.02,20.68,24.32,29.21,0.12,24.764573969880285,19.069659551035276,31.037124423419737,0.3855175514063991,3,8,34
2020-08-21,2127684.0,18.64,22.49,26.11,5.72,17.58,22.22,26.83,0.4,17.09,22.9,28.57,0.89,16.4,19.96,23.62,0.29,16.65,20.4,24.27,0.18,19.61,26.98,35.41,6.24,22.84,26.11,29.64,0.01,19.37,26.88,35.42,0.13,20.61,24.83,29.13,0.0,20.07,26.31,33.37,0.23,19.84,24.91,30.76,0.06,24.12934358413165,18.839202422284323,29.661953340445123,1.1384926613109443,4,8,34
2020-08-22,1922587.0,17.27,21.0,25.41,0.32,15.23,18.5,23.25,1.51,15.15,19.92,25.31,0.04,14.67,18.27,22.2,0.58,15.7,18.87,23.24,0.93,16.86,22.34,28.13,2.73,22.94,26.71,30.1,0.06,16.57,21.59,28.11,4.24,20.69,25.27,30.32,0.22,17.65,21.3,26.6,5.26,20.25,25.56,32.78,0.67,21.76579586824716,17.328896956043693,26.887560614313003,1.0500046198240558,5,8,34
2020-08-23,1796117.0,16.6,20.55,25.24,0.6,13.65,17.21,21.5,2.71,13.77,18.18,23.37,0.16,12.76,17.06,22.08,0.14,13.85,18.21,23.36,0.16,16.24,21.74,27.51,0.07,22.08,24.99,28.1,0.0,14.82,19.57,25.36,0.0,20.06,23.43,27.4,0.82,14.03,19.24,23.38,0.11,17.64,23.56,29.66,0.0,20.212473528291245,15.909457785313803,25.059823653332142,0.26053772179873835,6,8,34
2020-08-24,2059129.0,14.64,19.88,25.61,0.06,13.26,17.2,21.72,1.54,12.29,18.1,23.75,0.17,12.48,16.9,20.81,0.26,12.17,17.2,21.93,0.02,15.81,21.72,28.39,0.0,20.3,24.25,28.04,0.02,12.4,19.22,25.94,0.0,19.02,22.15,25.48,2.04,12.92,17.63,22.72,0.01,16.72,23.08,30.1,0.0,19.78344013544803,14.514665724997538,25.094775488409436,0.25441986384045673,0,8,35
2020-08-25,2150922.0,15.33,21.51,28.16,0.24,13.86,18.01,23.74,2.1,14.74,20.57,28.82,0.36,15.16,19.06,24.46,1.02,14.62,19.21,24.82,0.41,15.36,24.83,35.04,0.01,19.71,23.0,26.62,0.13,14.35,22.61,32.52,0.03,19.14,22.75,27.2,0.02,12.38,19.54,25.97,0.0,16.32,24.08,31.7,0.01,21.505202279313625,15.69246687080076,28.644383399632652,0.30537007780378306,1,8,35
2020-08-26,2174630.0,17.81,21.86,27.43,0.15,13.17,18.02,21.94,0.31,13.2,18.68,24.71,0.02,13.38,17.33,22.34,0.03,12.77,17.57,22.65,0.07,17.35,23.93,30.77,0.11,20.51,24.63,28.5,0.03,16.59,21.6,27.41,0.01,18.55,24.38,30.18,0.01,14.58,20.11,24.97,0.03,18.08,25.53,32.91,0.0,20.95082101589029,15.678807377220995,26.522210557417015,0.04669789139939414,2,8,35
2020-08-27,2175106.0,16.24,21.77,27.91,0.62,12.73,17.67,23.02,4.46,12.25,18.99,25.82,0.99,13.06,17.65,23.14,2.08,12.93,18.02,23.41,2.69,17.8,25.27,33.23,0.03,21.46,24.68,28.55,0.0,14.4,22.47,30.18,0.0,20.13,23.77,28.69,0.17,12.44,18.09,24.93,0.0,18.74,25.76,33.0,0.0,21.153134108014026,15.250723328157328,27.421962984286083,0.788902265667943,3,8,35
2020-08-28,2130903.0,16.34,19.83,22.85,1.97,12.61,16.65,20.59,2.85,12.95,16.8,21.51,2.02,12.55,16.01,20.21,6.16,12.34,16.65,20.93,3.06,15.18,19.47,22.91,12.27,21.44,23.9,26.58,1.19,13.36,18.21,23.02,19.77,19.52,22.44,26.81,3.62,13.91,18.1,22.34,8.25,15.62,22.14,27.5,11.65,18.898408894848227,15.033169598484509,23.065535803552923,5.359830920452341,4,8,35
2020-08-29,1882197.0,15.01,17.54,21.36,6.01,12.2,14.89,17.88,4.91,11.45,14.74,19.37,2.74,11.64,14.2,17.56,2.29,10.66,14.5,19.19,1.77,13.34,17.76,23.4,4.38,18.94,20.11,21.21,3.93,12.34,16.22,21.37,0.71,18.58,21.01,23.97,9.04,12.2,15.47,19.05,0.56,15.15,18.11,23.24,8.35,16.54157518128968,13.535649712446851,20.524300715471455,3.5547881353030553,5,8,35
2020-08-30,1792105.0,12.76,16.53,21.47,0.81,13.44,15.9,19.7,6.68,11.12,15.21,20.38,5.07,11.3,14.54,18.69,0.79,9.37,14.66,19.62,0.58,13.1,16.14,20.32,5.84,17.47,20.42,23.67,2.31,11.42,14.76,19.49,1.86,16.1,19.72,24.66,5.22,11.92,13.76,16.01,14.63,13.92,17.92,22.82,2.72,16.351827352531824,12.760764844775746,20.848427820092756,4.292091711357535,6,8,35
2020-08-31,2093276.0,12.73,18.3,24.01,0.03,11.43,15.3,19.58,0.2,10.0,14.87,20.92,0.1,11.19,15.73,20.95,0.0,9.04,15.76,21.58,0.02,10.19,17.4,24.25,0.1,16.16,20.26,24.0,0.01,10.57,14.86,19.69,1.11,14.87,18.22,21.77,1.54,11.06,15.05,19.33,2.92,12.09,18.22,24.76,0.01,16.4602211903613,11.553080235119983,21.805966584608836,0.3792623029538981,0,8,36
2020-09-01,3050109.0,14.1,18.97,24.53,0.01,10.29,14.42,19.61,0.13,8.16,15.0,21.75,0.02,10.54,15.44,21.06,0.02,10.53,16.34,22.28,0.03,13.36,18.86,24.99,0.02,16.23,20.13,24.03,0.0,8.73,15.47,22.1,0.02,14.79,18.46,22.62,0.08,11.63,14.99,18.9,3.75,13.11,18.82,25.93,0.0,16.714441939116867,11.133931027663662,22.529737916011733,0.2012785505043141,1,9,36
2020-09-02,2723407.0,11.55,18.25,25.19,0.0,9.55,15.15,20.7,0.05,7.98,15.63,22.16,0.02,10.09,16.6,22.88,0.05,9.19,16.35,23.4,0.0,10.74,18.3,25.51,0.0,16.5,20.63,24.19,0.0,10.23,16.28,22.8,0.02,15.4,18.54,21.88,0.98,10.72,16.13,21.21,0.09,12.95,19.69,26.97,0.0,17.181632949133,10.78334900499245,23.11861915195998,0.07288201527214287,2,9,36
