date,daily_electrical_consumption,t2m_min_bordeaux,t2m_bordeaux,t2m_max_bordeaux,prectot_bordeaux,t2m_min_lille,t2m_lille,t2m_max_lille,prectot_lille,t2m_min_paris,t2m_paris,t2m_max_paris,prectot_paris,t2m_min_rennes,t2m_rennes,t2m_max_rennes,prectot_rennes,t2m_min_nantes,t2m_nantes,t2m_max_nantes,prectot_nantes,t2m_min_toulouse,t2m_toulouse,t2m_max_toulouse,prectot_toulouse,t2m_min_marseille,t2m_marseille,t2m_max_marseille,prectot_marseille,t2m_min_lyon,t2m_lyon,t2m_max_lyon,prectot_lyon,t2m_min_nice,t2m_nice,t2m_max_nice,prectot_nice,t2m_min_strasbourg,t2m_strasbourg,t2m_max_strasbourg,prectot_strasbourg,t2m_min_montpellier,t2m_montpellier,t2m_max_montpellier,prectot_montpellier,weighted_t2m,weighted_t2m_min,weighted_t2m_max,weighted_prectot,weekday,month,week_number
2020-05-08,2029969.0,15.02,19.88,25.03,2.0,8.81,14.89,20.45,0.0,8.63,15.49,22.29,1.67,10.58,14.54,18.91,0.43,10.68,14.67,18.16,3.89,13.7,18.85,24.79,0.02,15.51,17.92,21.09,0.03,11.39,16.76,23.45,0.02,13.74,16.19,19.68,0.0,9.33,16.65,22.49,0.0,12.6,16.46,21.45,0.03,16.45520750208652,11.25567858384187,21.946240715882325,0.9216045737928371,4,5,19
2020-05-09,1920660.0,15.92,19.86,24.8,8.42,10.96,17.21,23.5,0.0,13.12,16.78,21.03,6.65,10.9,16.69,21.53,4.35,12.9,18.02,23.2,4.6,13.11,17.06,21.85,0.43,15.24,17.13,20.37,0.39,10.21,16.58,23.84,0.64,12.58,15.51,19.63,1.07,13.24,16.64,21.38,0.91,11.76,15.75,20.38,0.87,16.91805429579334,13.027462878143707,21.539826090180767,3.4708342490305633,5,5,19
2020-05-10,2481643.0,14.83,16.58,19.3,40.14,6.74,14.01,19.82,7.45,10.64,16.8,21.42,14.79,9.95,15.46,19.11,5.85,14.36,17.19,20.25,7.83,12.78,16.05,20.37,21.81,15.27,16.48,17.85,15.09,11.49,15.44,20.06,3.82,12.13,14.16,16.78,19.8,13.27,17.83,23.01,1.98,13.81,14.86,16.25,27.15,16.233037161858025,12.120754170410045,19.96114543075851,14.84158961865741,6,5,19
2020-05-11,2776964.0,8.15,12.52,15.63,28.11,4.16,8.33,12.55,0.37,3.84,8.33,13.26,8.03,6.21,9.34,12.89,1.19,6.94,9.49,13.46,4.83,9.71,13.62,16.22,22.91,14.62,15.62,16.27,16.2,4.33,11.52,17.41,9.66,10.31,12.5,14.21,25.35,3.41,7.29,14.45,26.36,11.08,14.29,17.52,9.51,10.848041722389327,7.068360214663149,14.68492213525395,12.6433119461869,0,5,20
2020-05-12,3085250.0,7.16,10.99,14.33,0.41,2.2,8.06,13.33,0.23,1.88,8.01,13.41,0.0,4.55,8.54,13.12,0.0,4.67,9.06,14.07,0.0,8.23,11.55,14.49,1.53,11.8,15.48,18.47,0.04,3.64,8.85,13.76,0.86,9.83,14.32,18.76,0.08,0.16,7.0,12.76,0.03,10.52,14.83,19.58,0.76,10.300074920986141,5.259789288588851,14.895241374115392,0.27406380835513383,1,5,20
2020-05-13,2216244.0,10.2,12.74,15.98,4.7,3.8,8.04,12.58,0.84,3.54,9.24,14.28,0.07,4.92,9.83,15.34,0.01,4.8,9.62,13.75,0.26,10.17,14.65,18.68,7.18,14.98,17.1,19.53,1.38,7.17,10.8,15.18,15.77,12.18,14.44,16.7,2.75,3.81,8.97,13.77,5.38,11.01,14.77,19.04,8.26,11.651188652669902,7.331955505048152,15.838871182903778,3.2365855892555513,2,5,20
2020-05-14,2219816.0,9.52,13.86,17.84,0.78,2.15,8.25,13.93,0.05,2.85,9.04,14.79,0.01,4.0,9.05,13.99,0.0,3.11,9.68,15.91,0.0,10.38,14.47,17.17,8.52,14.2,17.05,20.23,8.56,7.04,11.71,16.94,0.97,11.09,14.94,18.51,7.8,4.05,9.64,14.76,0.43,11.8,14.63,18.76,9.25,11.720064635781322,6.74594161150353,16.488677489347765,2.9702334247109814,3,5,20
2020-05-15,2163979.0,8.65,13.95,18.74,0.06,2.66,9.32,15.48,0.01,2.44,9.91,16.75,0.0,4.12,10.11,15.99,0.0,3.22,10.53,17.13,0.0,12.14,14.8,18.17,3.61,14.29,16.76,19.22,0.31,7.21,11.29,16.54,0.49,11.97,14.91,18.18,0.9,5.12,11.17,17.25,0.07,10.52,15.21,19.59,1.13,12.212396821841645,6.7994863243353665,17.47660729374348,0.4932510049286474,4,5,20
2020-05-16,1926984.0,9.04,15.1,20.24,0.07,4.49,10.44,15.54,0.01,2.73,11.44,18.31,0.0,4.38,11.2,17.4,0.0,3.78,12.12,19.1,0.0,10.74,15.29,19.4,1.66,13.9,17.16,20.02,13.21,6.99,13.26,19.26,0.03,11.34,14.34,17.78,14.89,3.4,12.3,19.5,0.0,10.48,15.04,18.33,3.13,13.265914667540525,6.7226272635425905,18.73964018151265,3.0567283244486068,5,5,20
2020-05-17,1796680.0,8.61,15.22,21.08,0.0,5.31,12.57,18.89,0.01,4.54,12.81,19.24,0.0,6.46,12.78,18.65,0.01,5.52,13.41,20.06,0.0,7.79,14.66,20.37,0.02,15.02,17.38,20.21,1.41,6.41,13.07,19.51,0.02,13.15,15.2,18.02,2.38,5.09,12.82,19.65,0.0,10.91,16.4,22.47,0.88,14.080785821048462,7.6373589955707475,19.689343969952102,0.38682978854534167,6,5,20
2020-05-18,2021602.0,9.48,16.57,22.39,0.0,7.92,13.93,20.52,0.05,6.65,14.37,21.63,0.0,7.35,13.8,20.48,0.0,6.59,14.69,21.78,0.0,8.12,15.65,21.81,0.09,14.68,19.23,23.12,0.46,6.21,14.5,21.53,0.0,13.22,17.15,20.81,0.98,8.04,15.61,22.53,0.0,10.35,17.86,24.85,0.01,15.64996223636229,8.708873875295815,21.95958610986262,0.13229676406879232,0,5,21
2020-05-19,2036909.0,10.53,17.61,24.0,0.0,8.44,15.67,21.96,0.04,5.76,15.2,22.44,0.0,6.64,13.82,20.57,0.0,6.48,14.92,22.3,0.0,10.65,17.18,23.76,0.02,16.67,19.99,23.37,0.18,9.45,16.31,22.84,0.02,14.22,16.66,19.16,2.61,9.21,17.04,23.79,0.02,13.15,19.03,25.23,0.0,16.564917151322287,9.442431680969582,22.702258043395947,0.18068201363532888,1,5,21
2020-05-20,2026109.0,10.35,19.38,26.76,0.02,10.52,17.44,23.58,0.07,10.17,18.28,25.16,0.03,8.6,18.17,24.75,0.02,9.22,19.09,25.61,0.0,9.96,18.99,25.98,0.0,16.8,20.73,24.35,0.0,9.87,17.6,24.46,0.0,13.6,18.03,21.77,0.06,10.63,17.93,23.78,0.02,13.17,20.23,26.69,0.0,18.75073615543453,11.365485261074342,24.879808619696455,0.019582079625657296,2,5,21
2020-05-21,1811379.0,14.88,21.85,27.51,0.01,12.05,19.85,25.76,0.17,12.41,20.65,27.14,0.03,12.71,18.61,24.95,0.01,15.75,20.67,27.1,0.0,14.14,21.16,26.67,0.01,17.62,20.8,23.71,0.0,11.18,18.8,25.5,0.01,14.35,18.04,20.82,0.06,10.89,19.28,25.5,0.01,14.53,21.72,27.85,0.0,20.33819510689481,13.618838528464112,25.939040259111,0.023886182299994275,3,5,21
2020-05-22,1885941.0,15.68,19.95,24.7,0.09,11.11,16.88,20.86,0.65,14.13,18.46,22.55,1.25,12.17,15.69,18.95,0.23,13.05,16.52,19.96,0.03,16.35,22.55,27.9,0.22,17.66,20.04,22.83,0.04,13.84,20.52,28.02,0.19,15.45,18.75,22.26,0.03,13.13,19.28,24.29,1.76,16.91,21.07,26.85,0.02,19.182035069241408,14.780688328731047,23.53368163733513,0.6198336195252536,4,5,21
2020-05-23,1784109.0,11.39,15.49,18.65,1.95,10.57,13.57,17.63,0.33,9.69,14.16,18.63,1.68,9.3,13.69,17.9,0.39,9.4,14.23,18.83,0.93,11.0,16.1,18.33,1.68,14.75,19.67,23.05,0.38,7.45,13.9,18.9,8.54,15.56,19.21,22.78,0.53,7.9,13.39,17.18,10.15,11.7,19.7,25.7,0.63,15.634515029543659,10.760864954325374,19.725882505815285,2.2448142909229807,5,5,21
2020-05-24,1697074.0,9.22,15.48,21.25,0.03,9.64,14.32,18.3,0.24,7.51,13.92,19.38,0.02,7.35,13.56,19.22,0.01,6.78,14.31,20.49,0.03,8.85,14.85,19.98,0.01,13.1,18.54,23.11,0.0,6.13,13.12,19.14,0.03,13.72,17.68,21.92,0.04,6.88,12.56,18.2,0.46,10.03,17.07,24.04,0.0,14.988415971563532,8.868268938898568,20.353961841522665,0.047399673739540474,6,5,21
2020-05-25,1981602.0,10.6,17.71,24.04,0.01,11.07,16.12,21.39,0.0,8.45,15.84,21.96,0.02,8.16,15.88,22.26,0.05,9.23,16.65,22.85,0.0,9.79,17.6,24.06,0.0,16.68,20.27,23.41,0.0,7.49,15.22,21.95,0.0,14.37,17.92,20.86,0.01,8.03,14.31,19.16,0.08,12.38,19.18,25.74,0.0,16.914562463745824,10.40174371968658,22.45220397842679,0.013888640861458558,0,5,22
2020-05-26,2037529.0,12.91,19.17,24.9,0.01,9.48,16.44,22.97,0.0,9.85,17.15,23.26,0.0,10.4,17.17,23.14,0.01,11.23,18.06,24.04,0.01,11.54,18.83,24.92,0.0,16.07,20.17,23.27,0.0,9.03,15.7,22.23,0.01,14.04,18.05,21.59,0.1,7.03,14.06,19.98,0.0,13.33,19.62,26.31,0.0,17.73054251198507,11.301043600883947,23.299540284080766,0.007881675382701315,1,5,22
2020-05-27,2038813.0,12.41,19.53,26.07,0.0,9.73,15.81,21.76,0.02,10.68,17.78,24.04,0.01,11.17,18.21,24.44,0.0,11.75,18.66,24.87,0.01,11.84,19.38,25.78,0.05,17.17,19.77,21.78,0.01,7.99,15.72,23.16,0.0,13.82,16.55,19.07,0.11,7.1,15.91,22.14,0.0,13.06,18.77,24.1,0.01,17.969460402546012,11.717734205120522,23.46338169784714,0.01720479098803606,2,5,22
2020-05-28,2042561.0,13.67,20.76,27.54,0.0,8.71,14.91,20.66,0.0,9.85,16.44,22.54,0.0,12.24,17.63,23.18,0.0,12.95,18.87,25.0,0.0,12.27,20.28,26.16,0.0,16.18,19.29,22.36,0.02,8.57,17.07,23.92,0.0,13.8,17.08,20.77,0.64,10.36,16.39,21.3,0.08,12.67,19.68,25.92,0.01,17.70785621123319,11.609000507913413,23.22554954778002,0.04365425577490534,3,5,22
2020-05-29,2011578.0,14.38,20.28,26.09,0.0,8.17,15.35,21.67,0.01,9.02,16.06,22.29,0.0,10.78,17.2,23.39,0.0,11.57,17.8,24.0,0.0,14.38,20.76,26.46,0.02,16.27,18.43,21.3,0.64,10.08,16.0,21.96,0.02,12.02,14.72,17.01,2.62,6.63,14.36,20.6,0.0,14.13,19.11,25.68,1.02,17.057540142446243,11.298740840731147,22.508683413612385,0.2952567200819209,4,5,22
2020-05-30,1807458.0,12.81,20.42,27.12,0.0,8.85,16.86,23.15,0.0,9.19,16.73,23.08,0.0,10.33,17.54,23.74,0.0,10.51,17.8,24.32,0.0,14.04,19.86,25.78,0.05,15.96,18.62,21.35,0.01,8.44,16.4,22.79,0.01,11.82,15.19,18.25,0.44,7.94,14.36,20.26,0.0,13.29,17.75,22.49,0.94,17.3280807637441,11.04313130872801,22.85091259062396,0.07699056376718424,5,5,22
2020-05-31,1692367.0,14.51,21.81,27.72,0.05,9.93,16.32,21.7,0.01,9.32,16.26,22.01,0.0,11.32,17.59,23.0,0.0,10.93,17.82,23.86,0.0,13.73,19.89,25.71,0.0,16.14,18.95,21.69,0.01,9.93,17.29,23.51,0.01,12.71,16.09,18.84,1.3,6.21,13.9,19.47,0.0,14.0,18.1,22.64,0.16,17.372575551911137,11.396261710527435,22.4896729795911,0.08667454341657536,6,5,22
2020-06-01,3345934.0,16.15,21.52,26.91,4.17,9.53,17.71,24.86,0.0,9.53,17.8,24.46,0.0,10.61,17.71,24.07,0.0,10.32,18.35,25.56,0.0,13.84,19.17,23.75,0.93,16.3,19.37,22.16,0.04,11.44,18.88,25.33,1.76,13.09,16.69,19.04,0.36,8.2,16.93,24.27,0.0,13.07,17.5,21.44,0.14,18.29529015117314,11.703752606584569,23.84422463702397,0.44021434580635715,0,6,23
2020-06-02,3265642.0,14.82,21.15,26.12,0.29,11.98,18.29,24.92,0.04,12.49,20.55,27.14,0.0,11.66,18.64,25.46,0.07,12.26,20.46,26.91,0.03,14.39,20.42,24.93,1.54,17.68,19.78,22.36,0.4,13.26,19.72,24.91,0.71,15.51,17.99,21.51,0.86,11.65,19.86,26.33,0.0,14.39,19.34,24.46,0.59,19.98217149601962,13.725963449608926,25.381415530124812,0.34044152557079294,1,6,23
2020-06-03,3183785.0,15.54,19.85,24.55,0.3,11.42,15.96,20.75,0.09,13.34,18.17,23.27,2.75,11.65,15.83,20.09,3.02,12.58,17.53,21.4,1.29,14.98,19.86,24.48,7.53,17.71,19.75,21.9,3.48,13.89,19.11,24.23,11.29,14.76,17.39,20.49,5.56,13.74,19.93,25.63,2.24,15.81,19.83,24.11,2.34,18.60505206488264,14.292697840290712,22.99046516417161,3.824752382608283,2,6,23
2020-06-04,2125924.0,13.6,16.22,18.56,5.09,9.01,12.62,15.19,2.59,9.32,13.12,16.46,8.95,10.76,13.26,16.11,3.41,10.73,14.02,18.18,2.51,12.66,15.59,19.44,8.05,17.3,18.99,21.24,20.28,10.92,15.47,19.91,7.05,13.07,14.89,17.15,34.89,10.89,15.24,17.49,9.34,13.91,17.31,20.95,6.03,14.946260691694222,11.696166117248328,18.118403870831322,10.757705435608823,3,6,23
2020-06-05,2012121.0,13.97,16.02,18.59,1.96,9.12,11.87,14.94,8.72,9.27,12.86,18.06,2.62,10.72,14.18,17.75,1.84,10.64,14.88,18.91,1.39,11.84,14.72,18.76,1.87,15.61,18.62,21.37,0.05,9.57,14.19,19.08,1.37,11.66,16.8,20.87,0.2,8.0,12.22,16.29,6.92,12.55,16.25,20.5,0.29,14.57118180143408,10.97965191980747,18.814059320478332,2.147973293542051,4,6,23
2020-06-06,1863035.0,12.42,15.87,18.9,3.49,8.43,11.75,15.38,5.26,8.09,12.8,17.26,0.94,9.37,12.48,15.93,0.33,8.54,13.79,18.27,0.28,12.55,16.97,22.42,8.0,16.08,18.64,21.13,0.78,11.73,16.26,21.73,3.54,13.31,17.58,21.72,0.14,9.92,13.08,16.47,16.86,12.65,18.33,23.82,5.17,14.97051549286224,10.801327330902497,19.164209245961537,2.8532294140155705,5,6,23
2020-06-07,2142877.0,9.67,13.95,17.81,1.13,8.47,13.41,18.48,1.47,6.81,13.36,18.57,0.4,8.4,12.96,16.55,3.23,7.05,13.08,16.94,1.31,10.81,14.3,18.66,4.46,16.01,18.14,21.13,5.03,9.23,13.38,19.01,6.02,13.88,16.14,18.93,8.86,9.96,13.19,17.72,1.3,12.12,16.61,22.41,4.75,14.437169110112656,9.746754097588521,18.957696902463088,2.847613272958279,6,6,23
2020-06-08,2067668.0,10.62,14.81,18.34,4.37,9.47,12.48,16.27,4.65,9.24,13.59,17.68,1.31,9.6,14.1,18.31,0.61,10.73,14.86,19.1,1.59,9.91,13.79,17.52,8.71,14.11,17.69,20.95,0.01,7.51,12.53,16.56,3.1,12.76,15.73,18.65,2.01,9.17,14.25,18.57,0.5,10.24,15.6,20.49,0.62,14.454063696450504,10.256025686956647,18.34876525097286,2.0968264948746844,0,6,24
2020-06-09,1815119.0,11.7,15.15,18.63,4.29,8.26,12.3,15.76,2.19,7.11,13.37,18.61,0.04,8.54,13.72,17.69,0.27,8.76,14.34,18.93,0.1,10.84,13.92,17.13,5.17,14.52,16.84,18.94,0.13,9.56,11.64,13.94,7.88,11.54,14.26,16.86,3.26,8.65,13.45,16.92,1.86,11.32,15.78,20.14,0.52,14.037742886915694,9.61013443086724,17.90027617896123,1.7202561196384112,1,6,24
2020-06-10,2508895.0,10.66,14.8,18.63,1.35,7.52,14.12,18.94,0.31,7.07,13.77,19.18,0.19,10.57,12.64,14.32,3.01,9.69,13.02,15.95,1.7,9.91,14.83,19.53,0.74,14.1,17.5,20.24,0.19,10.07,12.98,17.07,1.06,11.85,14.46,16.32,2.0,10.76,13.97,17.19,3.2,10.46,16.62,21.84,0.2,14.492985613907976,9.628727642665462,18.671530055329328,0.7930687440174865,2,6,24
2020-06-11,2706559.0,10.63,13.72,16.85,19.74,10.97,15.84,19.5,1.18,10.1,15.68,20.39,2.11,10.3,12.76,14.72,19.95,9.86,12.97,15.65,19.97,9.86,14.52,18.6,9.74,14.82,17.34,19.69,0.44,8.27,15.0,20.74,7.54,12.39,14.73,17.58,2.58,9.71,14.77,19.73,0.94,13.0,16.56,19.62,17.41,15.386445701784845,10.910198911318252,19.302933519796515,5.977530415094364,3,6,24
2020-06-12,2988816.0,9.14,14.3,18.77,1.12,10.99,15.92,19.46,6.03,11.75,15.17,18.54,8.56,11.11,14.7,18.43,9.45,9.74,14.26,18.07,4.7,9.82,16.39,21.44,5.09,17.51,19.16,21.15,2.45,13.04,17.13,21.33,16.21,13.2,16.15,18.96,1.09,10.06,19.13,26.64,0.2,15.39,17.82,20.73,38.06,16.317128234858092,12.448353425225411,19.92817769486814,8.072352420756072,4,6,24
2020-06-13,1891863.0,10.88,14.67,18.37,5.84,13.19,18.62,23.52,1.4,9.67,16.13,20.86,0.69,11.31,14.86,19.12,4.16,11.57,15.07,19.67,9.49,12.03,16.05,19.65,3.22,16.75,18.4,19.59,6.76,12.01,15.36,18.08,6.51,13.1,15.71,17.66,13.46,14.0,18.97,23.62,1.79,13.31,17.61,21.44,1.98,16.5012512424337,12.017318601339081,20.18456186580764,3.9592099082031273,5,6,24
2020-06-14,1789226.0,13.15,16.12,19.73,0.38,13.02,17.45,21.17,0.07,10.46,16.62,21.63,0.28,12.97,16.1,19.68,5.36,12.73,16.15,19.72,6.36,11.72,16.36,20.96,0.49,15.41,19.4,22.63,0.04,10.18,15.45,20.91,0.47,12.22,17.27,20.67,0.1,13.41,15.97,18.78,2.42,11.71,17.69,22.94,0.03,16.925910871134132,11.982697558023805,21.26081577641521,0.8579710955346544,6,6,24
2020-06-15,2079371.0,13.22,16.74,20.39,0.23,12.78,18.38,22.73,0.79,11.4,16.58,21.04,0.7,11.73,15.28,18.89,4.81,12.85,15.65,18.84,5.44,10.3,16.56,21.8,1.11,16.14,19.98,23.05,0.0,9.57,15.78,21.0,0.17,14.89,18.27,20.84,0.32,12.3,16.75,20.63,2.03,12.47,18.19,23.46,0.01,17.16539708356487,12.35286745597847,21.320444091026232,0.975554882457546,0,6,25
2020-06-16,2136169.0,13.24,15.89,18.82,3.45,12.98,18.13,21.55,3.23,11.19,16.35,20.6,1.58,12.49,15.43,18.75,5.92,11.83,15.4,18.6,7.27,12.08,15.43,19.58,2.8,16.76,20.14,23.21,0.06,10.23,15.82,20.24,1.86,15.53,17.92,20.48,1.47,13.42,16.94,20.91,3.8,13.18,17.8,22.59,0.27,16.932915696896117,12.675257374807527,20.757040254434386,2.1197425709103745,1,6,25
2020-06-17,2139376.0,13.2,15.65,18.29,5.75,14.62,17.04,20.07,26.39,12.76,15.85,19.43,1.75,12.04,14.9,17.98,4.86,11.44,14.79,18.33,3.22,10.58,15.31,20.13,1.54,16.29,19.25,21.82,0.09,11.59,15.78,20.22,2.73,13.98,17.97,21.78,0.64,12.13,15.2,19.1,16.45,12.27,16.99,21.9,0.57,16.385794082783704,13.005002928727942,20.005342278688968,3.4768786140394212,2,6,25
2020-06-18,2140502.0,12.15,15.38,19.15,4.88,13.5,17.03,20.41,5.88,11.24,15.78,19.77,2.83,10.43,14.59,18.1,4.41,10.97,14.82,18.5,3.17,10.62,15.59,19.7,0.62,15.48,18.58,21.31,0.02,9.87,15.51,20.61,1.83,12.68,17.16,20.92,0.21,10.46,16.46,21.21,0.56,11.22,17.39,22.81,0.03,16.274027125348717,11.813231842513101,20.212602236990296,2.0453690589705675,3,6,25
2020-06-19,2108717.0,12.05,16.62,21.59,0.03,11.35,16.17,20.4,0.74,10.16,15.87,20.65,0.48,11.78,15.03,18.82,0.9,11.29,15.11,19.3,0.55,11.04,17.42,22.81,0.02,15.74,19.67,22.69,0.0,10.83,15.79,20.97,1.14,13.35,17.75,21.81,0.36,11.68,15.91,20.04,1.16,11.53,18.42,24.44,0.0,16.746196710638507,11.66488882274824,21.26313810818706,0.44214682522383847,4,6,25
2020-06-20,1891540.0,12.93,18.09,23.46,0.0,10.06,16.57,21.22,0.15,12.75,17.88,22.76,0.38,10.84,16.1,20.55,0.34,10.21,16.3,21.29,0.08,13.38,19.75,24.98,0.02,16.65,20.76,24.15,0.0,10.67,17.12,22.62,0.03,14.97,18.46,21.51,0.04,10.97,16.8,21.42,1.45,13.37,19.93,25.92,0.0,18.275272725784713,12.958797828582481,22.960717998490455,0.23593077679685853,5,6,25
2020-06-21,1783848.0,14.07,18.68,23.57,0.16,11.68,16.68,21.33,1.64,11.69,17.55,22.97,1.98,11.35,16.64,20.98,1.98,11.48,17.07,22.45,1.62,13.47,19.17,24.02,0.0,16.92,21.58,25.43,0.0,11.5,18.19,24.15,0.02,15.53,20.29,24.06,0.0,11.17,18.19,23.83,0.69,14.37,20.52,26.15,0.0,18.60839830733388,12.97905386972063,23.633658085585665,0.9817387357549162,6,6,25
2020-06-22,2094232.0,14.32,19.43,24.58,0.07,11.78,17.07,21.81,0.42,8.97,16.87,22.81,0.03,10.37,16.95,22.11,0.0,9.35,17.15,23.26,0.01,13.99,19.79,24.95,0.05,17.94,22.61,26.35,0.0,13.75,19.01,24.22,0.18,17.71,22.0,25.76,0.0,13.45,18.68,23.74,0.12,16.0,21.84,27.77,0.0,18.87965418295338,12.55460249721032,24.10732915377885,0.05614644040552234,0,6,26
2020-06-23,2164281.0,13.98,21.8,28.42,0.0,11.41,19.69,25.87,0.0,11.6,20.16,26.85,0.0,12.38,19.36,24.96,0.0,12.5,20.0,26.61,0.0,14.54,22.53,29.03,0.02,19.27,22.51,25.47,0.0,11.21,20.83,28.04,0.01,19.24,22.43,25.98,0.0,12.0,19.73,26.12,0.0,15.92,22.45,28.34,0.0,20.986007047319465,13.751570414486405,26.866046591409965,0.002492451865558777,1,6,26
2020-06-24,2205036.0,16.87,25.19,32.11,0.1,14.44,21.99,28.74,0.0,14.18,22.47,29.57,0.0,14.59,23.14,29.57,0.08,15.44,24.28,30.7,0.14,16.43,24.42,31.88,0.37,19.43,22.38,25.41,0.0,17.02,24.2,30.63,0.4,19.22,22.41,25.83,0.12,12.61,20.34,27.13,0.0,15.98,21.82,27.25,0.03,22.84660901573864,15.876679562422828,28.94088883176742,0.08757336977081764,2,6,26
2020-06-25,2236720.0,18.03,22.0,27.13,1.98,14.17,22.07,28.36,0.0,15.67,24.38,31.26,0.09,17.7,23.75,29.94,0.5,17.64,24.08,29.73,0.05,19.03,24.41,29.16,0.48,19.63,22.59,25.56,0.0,16.27,24.36,30.67,0.28,18.28,21.52,24.9,1.18,12.39,20.66,27.43,0.0,17.12,22.24,27.59,0.05,23.44684255903512,16.852578027174783,29.07073376034137,0.2714623246333328,3,6,26
2020-06-26,2184816.0,16.52,20.55,24.42,8.02,16.78,21.33,25.63,3.37,19.41,23.45,28.28,1.72,14.87,18.61,22.63,1.52,14.97,19.01,23.36,0.47,18.7,24.05,29.08,11.22,20.13,23.07,25.98,0.02,18.4,23.15,28.4,3.3,17.95,21.01,24.37,0.02,13.99,20.88,27.44,8.22,16.92,21.8,27.43,0.13,22.460518497585117,18.28313961806448,26.985484521167596,2.7798273946213286,4,6,26
2020-06-27,1922665.0,15.7,20.62,25.26,0.17,15.58,19.38,23.64,3.56,16.19,20.01,24.43,2.48,14.24,17.49,21.48,1.97,15.06,17.87,21.65,3.14,17.91,22.88,27.69,2.31,20.7,23.29,26.09,0.03,17.13,22.76,28.33,2.22,17.87,21.4,24.92,0.71,16.44,21.24,25.45,1.12,17.62,22.17,26.97,1.29,20.997311190580103,17.067223510795706,25.224849607690754,1.8241363058543996,5,6,26
2020-06-28,1819984.0,16.81,19.87,23.07,0.32,12.14,16.42,20.07,0.23,14.45,17.98,21.68,0.72,12.49,16.32,19.88,0.71,14.38,17.03,20.52,1.96,18.04,22.14,27.51,0.92,20.63,23.79,26.97,0.03,17.12,21.17,27.23,4.6,18.05,22.15,26.25,0.19,13.5,18.79,23.01,7.16,18.35,24.05,29.36,0.2,19.91753034160476,16.154753114163935,23.968327994480262,1.2515563662795601,6,6,26
2020-06-29,2116536.0,14.15,18.51,22.26,0.06,10.89,15.19,19.01,0.21,13.15,17.43,21.58,0.29,10.21,15.36,20.02,0.12,9.83,15.5,20.35,0.14,15.97,20.48,24.85,0.17,21.88,24.87,27.71,0.03,14.31,20.21,25.99,0.94,18.42,23.4,27.85,0.01,12.57,16.95,21.64,3.59,17.22,22.44,27.38,0.02,19.340435312358398,14.889522113774945,23.565834236503925,0.3996723148441828,0,6,27
2020-06-30,2173558.0,14.07,20.0,25.56,0.0,11.36,16.92,20.86,4.65,11.91,18.5,23.98,0.28,13.64,18.71,23.38,1.02,13.66,18.46,23.33,0.9,13.27,20.59,26.98,0.01,20.13,23.44,27.14,0.0,12.59,20.95,28.06,0.0,18.67,22.29,26.59,0.21,10.45,17.54,22.74,0.01,15.45,23.01,30.28,0.0,19.99578767582598,13.98486567185119,25.321026676561043,0.3803479382239666,1,6,27
2020-07-01,3280093.0,16.07,20.38,24.85,0.45,13.61,17.94,20.88,8.42,15.48,20.05,24.98,1.87,14.02,18.2,21.79,2.74,14.21,18.58,22.97,1.62,17.76,22.11,27.38,2.12,21.17,23.33,25.54,0.12,16.61,23.41,31.05,2.0,18.55,21.63,25.27,0.26,13.28,21.02,27.33,1.69,18.53,23.29,28.34,0.97,21.06495000618816,16.639319651572404,25.686526675642423,1.7164680576579434,2,7,27
2020-07-02,3258764.0,14.02,18.11,21.51,0.34,12.41,16.51,20.28,0.56,12.28,17.18,21.74,0.72,11.76,15.69,20.07,1.01,12.42,16.49,21.28,0.44,15.45,19.43,23.41,2.03,21.49,24.96,27.77,0.23,14.71,20.52,25.62,0.67,17.83,22.18,26.44,1.59,14.46,19.15,23.02,4.69,17.71,22.75,27.27,0.36,19.35239050507571,14.83503667716065,23.53134047886163,0.9453286330047511,3,7,27
2020-07-03,2904269.0,12.54,17.47,22.11,0.05,11.84,16.52,20.54,0.22,10.25,17.18,22.86,0.02,10.51,15.93,21.25,0.05,10.17,16.1,21.98,0.03,12.37,17.94,23.26,0.25,19.37,22.76,25.98,0.64,12.62,17.81,22.67,0.04,18.03,21.11,24.56,4.33,11.49,17.45,22.48,0.18,15.05,20.3,25.78,0.09,18.3781297362174,12.850534010573485,23.32154063449258,0.3976090773696933,4,7,27
2020-07-04,2130100.0,13.65,18.9,23.91,0.01,14.06,17.89,21.34,4.64,12.71,18.62,22.72,0.18,13.42,17.98,22.64,1.65,12.25,17.41,20.63,1.28,11.5,19.33,25.51,0.0,18.19,23.06,26.61,0.0,10.61,19.0,26.06,0.0,17.12,21.77,25.62,0.36,11.17,18.7,24.73,0.0,13.85,21.73,28.88,0.0,19.585330667330744,13.55229925269419,24.244339010238605,0.3941566908698013,5,7,27
2020-07-05,1991645.0,15.55,20.88,26.23,0.19,12.95,17.82,21.8,3.15,13.52,20.44,26.42,0.38,12.15,18.13,22.65,0.73,13.54,19.41,24.07,0.73,15.0,22.52,29.26,0.04,19.76,24.9,28.88,0.0,15.14,22.73,29.83,0.01,18.15,23.07,27.06,0.0,16.07,21.82,27.12,0.07,17.6,25.16,32.33,0.0,21.67725911651126,15.284507513560921,27.210697952529387,0.3411720089436854,6,7,27
