0,1.7225371957578377,
1,0.3802466453384868,
2,0.36880951309267435,
3,0.36223187174964827,
4,0.36278581733118526,
5,0.35190179853368336,
6,0.35760033103083533,
7,0.35599916445571167,
8,0.3631681141416369,
9,0.3442076621861343,
10,0.34431690764190515,
11,0.35219927684909813,
12,0.3380451443403803,
13,0.33610109109361225,
14,0.3344819990951904,
15,0.3396874991310075,
16,0.33605949678607594,
17,0.3448101408949218,
18,0.32826165161982407,
19,0.32407869396439454,
20,0.3213185147877917,
21,0.32996643820530097,
22,0.3296085078730291,
23,0.3161706678856385,
